#     Step          Temp           Pot           Kin           Tot         Press
       455      0.935137      -1.39145      0.818245     -0.573206     -0.194417
       456      0.951122      -1.40544      0.832232     -0.573208     -0.251717
       457      0.966071      -1.41852      0.845312     -0.573208     -0.305062
       458      0.979947      -1.43066      0.857453     -0.573207     -0.354235
       459       0.99273      -1.44184      0.868639     -0.573206     -0.399072
       460       1.00442      -1.45207      0.878863     -0.573204     -0.439459
       461       1.01501      -1.46133       0.88813     -0.573202     -0.475322
       462       1.02451      -1.46965      0.896448       -0.5732     -0.506619
       463       1.03295      -1.47703      0.903833     -0.573198     -0.533331
       464       1.04034       -1.4835      0.910301     -0.573196     -0.555459
       465       1.04671      -1.48906      0.915869     -0.573194     -0.573014
       466       1.05206      -1.49375      0.920555     -0.573192     -0.586014
       467       1.05643      -1.49756      0.924373     -0.573191      -0.59448
       468       1.05981      -1.50053      0.927336      -0.57319     -0.598433
       469       1.06223      -1.50264      0.929453      -0.57319     -0.597892
       470       1.06369      -1.50392      0.930729      -0.57319     -0.592869
       471       1.06419      -1.50436      0.931167      -0.57319     -0.583372
       472       1.06373      -1.50395      0.930763     -0.573191     -0.569406
       473        1.0623       -1.5027      0.929511     -0.573192     -0.550966
       474       1.05989       -1.5006      0.927402     -0.573193     -0.528048
       475       1.05648      -1.49762      0.924423     -0.573195     -0.500645
       476       1.05207      -1.49376       0.92056     -0.573197     -0.468749
       477       1.04662        -1.489      0.915797     -0.573199     -0.432359
       478       1.04013      -1.48332      0.910117     -0.573201     -0.391482
       479       1.03258      -1.47671      0.903508     -0.573203     -0.346139
       480       1.02395      -1.46916      0.895958     -0.573205     -0.296368
       481       1.01424      -1.46067      0.887459     -0.573207     -0.242234
       482       1.00344      -1.45122      0.878013     -0.573208     -0.183831
       483      0.991576      -1.44084      0.867629     -0.573208     -0.121294
       484      0.978659      -1.42953      0.856327     -0.573208    -0.0548011
       485       0.96473      -1.41735      0.844139     -0.573207     0.0154163
       486      0.949844      -1.40432      0.831114     -0.573204     0.0890681
       487      0.934076      -1.39052      0.817317     -0.573201        0.1658
       488      0.917523      -1.37603      0.802832     -0.573196      0.245187
       489      0.900303      -1.36095      0.787765      -0.57319      0.326731
       490      0.882559      -1.34542      0.772239     -0.573182      0.409861
       491       0.86446      -1.32958      0.756402     -0.573174      0.493932
       492      0.846194      -1.31358       0.74042     -0.573163      0.578229
       493      0.827975      -1.29763      0.724478     -0.573152      0.661972
       494      0.810031      -1.28192      0.708777      -0.57314      0.744332
       495      0.792609      -1.26666      0.693532     -0.573127      0.824437
       496      0.775962      -1.25208      0.678966     -0.573113      0.901393
       497      0.760349      -1.23841      0.665305       -0.5731      0.974301
       498      0.746025      -1.22586      0.652772     -0.573087       1.04228
       499      0.733235      -1.21466      0.641581     -0.573076       1.10449
       500      0.722206        -1.205       0.63193     -0.573065       1.16015
       501      0.713138      -1.19705      0.623995     -0.573056       1.20858
       502      0.706198      -1.19097      0.617923      -0.57305        1.2492
       503      0.701515      -1.18687      0.613825     -0.573046       1.28156
       504      0.699171      -1.18482      0.611774     -0.573044       1.30537
       505      0.699199      -1.18484      0.611799     -0.573045       1.32048
       506      0.701584      -1.18694      0.613886     -0.573049       1.32693
       507      0.706257      -1.19103      0.617975     -0.573056        1.3249
       508      0.713102      -1.19703      0.623964     -0.573065       1.31475
       509      0.721957      -1.20479      0.631713     -0.573076       1.29698
       510      0.732623      -1.21413      0.641045     -0.573089       1.27221
       511      0.744866      -1.22486      0.651758     -0.573104       1.24119
       512      0.758433      -1.23675      0.663629     -0.573118       1.20473
       513      0.773053      -1.24955      0.676421     -0.573134       1.16372
       514      0.788449      -1.26304      0.689893     -0.573148       1.11906
       515      0.804347      -1.27697      0.703804     -0.573163       1.07165
       516      0.820482       -1.2911      0.717921     -0.573176        1.0224
       517      0.836601      -1.30521      0.732026     -0.573188      0.972165
       518      0.852475      -1.31911      0.745915     -0.573199      0.921743
       519      0.867892      -1.33261      0.759405     -0.573209      0.871878
       520      0.882668      -1.34555      0.772334     -0.573217      0.823239
       521      0.896643      -1.35779      0.784563     -0.573223      0.776417
       522      0.909683       -1.3692      0.795973     -0.573228      0.731927
       523      0.921678       -1.3797      0.806468     -0.573232      0.690205
       524      0.932541      -1.38921      0.815973     -0.573235      0.651611
       525      0.942208      -1.39767      0.824432     -0.573237      0.616429
       526      0.950638      -1.40505      0.831808     -0.573237      0.584871
       527      0.957808      -1.41132      0.838082     -0.573237      0.557078
       528      0.963716      -1.41649      0.843252     -0.573235      0.533124
       529       0.96838      -1.42056      0.847332     -0.573233      0.513013
       530      0.971834      -1.42358      0.850354     -0.573229      0.496686
       531      0.974132      -1.42559      0.852366     -0.573225      0.484017
       532      0.975347      -1.42665      0.853428     -0.573219      0.474819
       533      0.975587      -1.42684      0.853639     -0.573198       0.46885
       534      0.974957      -1.42628      0.853087     -0.573191      0.465761
       535      0.973553      -1.42504      0.851859     -0.573183      0.465244
       536      0.971508      -1.42324      0.850069     -0.573175      0.466902
       537      0.968961      -1.42101      0.847841     -0.573167      0.470303
       538      0.966061      -1.41846      0.845304     -0.573158      0.474992
       539      0.962957      -1.41574      0.842587      -0.57315      0.480502
       540      0.959796      -1.41296      0.839821     -0.573142       0.48637
       541      0.956719      -1.41026      0.837129     -0.573134      0.492147
       542      0.953856      -1.40775      0.834624     -0.573128      0.497416
       543      0.951322      -1.40553      0.832406     -0.573122      0.501803
       544      0.949214      -1.40368      0.830562     -0.573118      0.504986
       545      0.947609      -1.40227      0.829158     -0.573115      0.506706
       546      0.946561      -1.40135      0.828241     -0.573113      0.506767
       547      0.946103      -1.40095       0.82784     -0.573112      0.505039
       548      0.946246      -1.40108      0.827965     -0.573112      0.501458
       549      0.946985      -1.40173      0.828612     -0.573113      0.496016
       550      0.948296      -1.40287      0.829759     -0.573115      0.488756
       551      0.950146       -1.4045      0.831378     -0.573117      0.479759
       552      0.952491      -1.40655       0.83343     -0.573119      0.469136
       553      0.955284      -1.40899      0.835873     -0.573122      0.457018
       554      0.958474      -1.41179      0.838665     -0.573124      0.443545
       555      0.962014      -1.41489      0.841762     -0.573126      0.428858
       556      0.965857      -1.41825      0.845125     -0.573128      0.413097
       557      0.969961      -1.42184      0.848716     -0.573129      0.396394
       558      0.974288      -1.42563      0.852502      -0.57313      0.378878
       559      0.978803      -1.42958      0.856452     -0.573131      0.360666
       560      0.983472      -1.43367      0.860538     -0.573132      0.341878
       561      0.988265      -1.43786      0.864732     -0.573133      0.322631
       562      0.993149      -1.44214      0.869005     -0.573134      0.303044
       563      0.998091      -1.44646       0.87333     -0.573135      0.283247
       564       1.00306      -1.45081      0.877674     -0.573136      0.263376
       565         1.008      -1.45514      0.882003     -0.573138      0.243578
       566       1.01289      -1.45942      0.886281      -0.57314       0.22401
       567       1.01768      -1.46361      0.890469     -0.573141       0.20484
       568       1.02232      -1.46767      0.894526     -0.573143      0.186238
       569       1.02675      -1.47156       0.89841     -0.573145      0.168379
       570       1.03095      -1.47523      0.902081     -0.573147      0.151434
       571       1.03486      -1.47865      0.905499     -0.573149      0.135566
       572       1.03843      -1.48178      0.908629      -0.57315      0.120926
       573       1.04165      -1.48459      0.911441     -0.573151      0.107644
       574       1.04447      -1.48706      0.913911     -0.573152     0.0958318
       575       1.04688      -1.48917      0.916021     -0.573152     0.0855706
       576       1.04887      -1.49091      0.917761     -0.573151     0.0769141
       577       1.05044      -1.49228      0.919132      -0.57315     0.0698844
       578       1.05159      -1.49329      0.920141     -0.573148     0.0644714
       579       1.05235      -1.49395      0.920805     -0.573146      0.060633
       580       1.05274      -1.49429      0.921149     -0.573143     0.0582964
       581       1.05281      -1.49435      0.921206      -0.57314     0.0573598
       582       1.05259      -1.49415      0.921016     -0.573137     0.0576958
       583       1.05214      -1.49376      0.920625     -0.573133     0.0591549
       584       1.05152      -1.49321      0.920084     -0.573129     0.0615695
       585        1.0508      -1.49257      0.919448     -0.573125     0.0647593
       586       1.05003      -1.49189      0.918774      -0.57312     0.0685357
       587       1.04928      -1.49124       0.91812     -0.573116     0.0727077
       588       1.04862      -1.49065      0.917543     -0.573112     0.0770875
       589       1.04811      -1.49021      0.917098     -0.573108     0.0814957
       590       1.04781      -1.48994      0.916837     -0.573105      0.085767
       591       1.04778      -1.48991      0.916808     -0.573102     0.0897554
       592       1.04806      -1.49015       0.91705       -0.5731     0.0933391
       593       1.04868      -1.49069      0.917597     -0.573098     0.0964244
       594       1.04968      -1.49157      0.918474     -0.573097     0.0989502
       595       1.05114      -1.49286       0.91975     -0.573109      0.100812
       596       1.05306      -1.49454      0.921432     -0.573109      0.102068
       597       1.05538      -1.49657      0.923461      -0.57311      0.102806
       598       1.05808      -1.49893      0.925823     -0.573112      0.103122
       599       1.06113      -1.50161      0.928492     -0.573114      0.103148
       600       1.06449      -1.50455      0.931432     -0.573118      0.103062
       601       1.06814      -1.50775      0.934623     -0.573127      0.103038
       602       1.07212      -1.51132      0.938103     -0.573217      0.103101
       603       1.07631      -1.51499      0.941771     -0.573223      0.103867
       604       1.08052      -1.51868      0.945454     -0.573229      0.105625
       605       1.08465       -1.5223      0.949065     -0.573236      0.108736
       606       1.08858      -1.52575      0.952507     -0.573243      0.113593
       607        1.0922      -1.52893      0.955678     -0.573252      0.120614
       608       1.09539      -1.53173      0.958465     -0.573261      0.130247
       609       1.09802      -1.53402      0.960771     -0.573248      0.142971
       610       1.09996      -1.53573      0.962469     -0.573259      0.159205
       611       1.10103      -1.53667        0.9634      -0.57327      0.179516
       612       1.10106      -1.53671      0.963426     -0.573281      0.204426
       613       1.09989      -1.53569      0.962399     -0.573294      0.234463
       614       1.09734      -1.53348       0.96017     -0.573307      0.270159
       615       1.09324       -1.5299      0.956583      -0.57332      0.312043
       616       1.08741      -1.52482      0.951484     -0.573334      0.360629
       617       1.07968      -1.51807      0.944719     -0.573348      0.416407
       618       1.06987       -1.5095      0.936139     -0.573361      0.479825
       619       1.05784      -1.49898      0.925607     -0.573374       0.55127
       620       1.04343      -1.48639      0.913003     -0.573386      0.631043
       621       1.02655      -1.47163      0.898232     -0.573396       0.71933
       622       1.00713      -1.45464      0.881239     -0.573403      0.816158
       623      0.985158      -1.43542      0.862014     -0.573406      0.921362
       624      0.960702      -1.41402      0.840614     -0.573405       1.03453
       625      0.933918      -1.39058      0.817178     -0.573397       1.15495
       626      0.905071      -1.36532      0.791937     -0.573383       1.28157
       627      0.874556       -1.3386      0.765237      -0.57336       1.41293
       628      0.842904      -1.31087      0.737541     -0.573329       1.54719
       629      0.810787      -1.28273      0.709439      -0.57329       1.68204
       630      0.779015      -1.25488      0.681638     -0.573244       1.81481
       631      0.748507      -1.22814      0.654944     -0.573193        1.9425
       632      0.720259      -1.20337      0.630226      -0.57314       2.06191
       633       0.69528      -1.18146       0.60837     -0.573089        2.1698
       634       0.67453      -1.16326      0.590214     -0.573045       2.26314
       635      0.658839      -1.14949      0.576484     -0.573011       2.33925
       636      0.648834      -1.14072       0.56773     -0.572992       2.39613
       637      0.644881      -1.13726      0.564271      -0.57299       2.43254
       638       0.64704      -1.13916       0.56616     -0.573005       2.44818
       639      0.655061      -1.14621      0.573178     -0.573036       2.44368
       640      0.668402      -1.15793      0.584852      -0.57308       2.42056
       641      0.686282      -1.17363      0.600497     -0.573133       2.38109
       642      0.707747      -1.19247      0.619279      -0.57319        2.3281
       643      0.731755      -1.21353      0.640285     -0.573247       2.26469
       644      0.757246      -1.23589      0.662591     -0.573299       2.19407
       645      0.783221      -1.25866      0.685319     -0.573345       2.11933
       646      0.808787      -1.28107      0.707688     -0.573381       2.04325
       647      0.833192      -1.30245      0.729043     -0.573408       1.96826
       648      0.855847      -1.32229      0.748867     -0.573426       1.89631
       649      0.876322      -1.34022      0.766782     -0.573434        1.8289
       650      0.894337      -1.35598      0.782545     -0.573435       1.76708
       651      0.909743      -1.36946      0.796025     -0.573431       1.71153
       652      0.922503      -1.38061      0.807191     -0.573421       1.66258
       653      0.932668      -1.38949      0.816085     -0.573409       1.62028
       654      0.940459      -1.39637      0.822902     -0.573473       1.58425
       655      0.946021      -1.40122      0.827768     -0.573457        1.5545
       656       0.94958      -1.40438      0.830882       -0.5735       1.53033
       657      0.951347      -1.40591      0.832429     -0.573484       1.51144
       658      0.951395      -1.40594       0.83247     -0.573468       1.49734
       659       0.94994      -1.40465      0.831197     -0.573454       1.48746
       660      0.947321      -1.40236      0.828906     -0.573458       1.48108
       661      0.943751      -1.39923      0.825783     -0.573445       1.47768
       662      0.939314      -1.39533        0.8219     -0.573432       1.47678
       663       0.93421      -1.39085      0.817434      -0.57342       1.47783
       664      0.928633      -1.38596      0.812554     -0.573408       1.48026
       665      0.922775      -1.38082      0.807428     -0.573397       1.48354
       666      0.916934      -1.37568      0.802317     -0.573364       1.48706
       667      0.911291      -1.37073      0.797379     -0.573354       1.49023
       668       0.90591      -1.36602      0.792671     -0.573344       1.49268
       669      0.900957      -1.36167      0.788337     -0.573335       1.49394
       670      0.896584      -1.35784      0.784511     -0.573326       1.49357
       671      0.892928      -1.35463      0.781312     -0.573319       1.49116
       672      0.890107      -1.35216      0.778844     -0.573313       1.48638
       673       0.88822       -1.3505      0.777192     -0.573309       1.47895
       674      0.887337      -1.34973       0.77642     -0.573306       1.46866
       675      0.887507      -1.34987      0.776569     -0.573304        1.4554
       676       0.88875      -1.35096      0.777656     -0.573304       1.43912
       677      0.891059      -1.35298      0.779677     -0.573305       1.41984
       678      0.894407      -1.35591      0.782606     -0.573307       1.39767
       679      0.898742      -1.35971      0.786399     -0.573311       1.37278
       680       0.90405       -1.3644      0.791044     -0.573352       1.34528
       681      0.910236      -1.36981      0.796457     -0.573356       1.31559
       682      0.917155      -1.37587       0.80251     -0.573361         1.284
       683      0.924709      -1.38249       0.80912     -0.573366       1.25082
       684      0.932802      -1.38957      0.816202     -0.573371       1.21636
       685      0.941337      -1.39705       0.82367     -0.573376       1.18095
       686      0.950219      -1.40482      0.831441      -0.57338        1.1449
       687      0.959357      -1.41282      0.839437     -0.573384       1.10852
       688      0.968666      -1.42097      0.847583     -0.573388        1.0721
       689      0.978064       -1.4292      0.855806     -0.573392       1.03593
       690      0.987472      -1.43743      0.864038     -0.573395       1.00026
       691      0.996815      -1.44561      0.872213     -0.573398      0.965377
       692       1.00602      -1.45367      0.880268     -0.573402      0.931522
       693       1.01502      -1.46155      0.888141     -0.573405      0.898948
       694       1.02373      -1.46918      0.895768     -0.573409      0.867904
       695        1.0321       -1.4765      0.903089     -0.573412      0.838632
       696       1.04005      -1.48346      0.910041     -0.573415      0.811374
       697        1.0475      -1.48998      0.916565     -0.573419      0.786368
       698        1.0544      -1.49602      0.922599     -0.573422      0.763845
       699       1.06067      -1.50151      0.928083     -0.573426       0.74403
       700       1.06624      -1.50639      0.932962     -0.573429      0.727136
       701       1.07106      -1.51061      0.937181     -0.573432      0.713365
       702       1.07507      -1.51412      0.940687     -0.573435      0.702899
       703       1.07821      -1.51687      0.943436     -0.573437      0.695905
       704       1.08044      -1.51882      0.945384      -0.57344      0.692523
       705       1.08171      -1.51994      0.946495     -0.573442      0.692872
       706       1.08199      -1.52018       0.94674     -0.573443      0.697042
       707       1.08125      -1.51954      0.946095     -0.573445      0.705094
       708       1.07948      -1.51799      0.944544     -0.573445      0.717059
       709       1.07666      -1.51552      0.942076     -0.573446      0.732935
       710       1.07279      -1.51214      0.938691     -0.573446      0.752686
       711       1.06788      -1.50784      0.934395     -0.573446      0.776243
       712       1.06195      -1.50265      0.929202     -0.573445      0.803501
       713       1.05501      -1.49658      0.923135     -0.573444      0.834319
       714       1.04711      -1.48967      0.916224     -0.573442      0.868519
       715        1.0383      -1.48195      0.908509      -0.57344      0.905887
       716       1.02862      -1.47348      0.900039     -0.573437      0.946171
       717       1.01814       -1.4643       0.89087     -0.573433       0.98908
       718       1.00694       -1.4545       0.88107      -0.57343       1.03428
       719      0.995101      -1.44414      0.870714     -0.573425       1.08142
       720      0.982729      -1.43331      0.859888      -0.57342       1.13008
       721      0.969929       -1.4221      0.848688     -0.573415       1.17982
       722       0.95685      -1.41063      0.837244     -0.573387       1.23018
       723      0.943622      -1.39905       0.82567     -0.573381       1.28057
       724      0.930358      -1.38744      0.814064     -0.573373        1.3305
       725      0.917209      -1.37592      0.802558     -0.573365       1.37941
       726      0.904335      -1.36465      0.791293     -0.573357       1.42669
       727      0.891904      -1.35376      0.780416     -0.573348       1.47174
       728      0.880088      -1.34342      0.770077     -0.573339       1.51393
       729      0.869063      -1.33376       0.76043     -0.573331       1.55262
       730      0.859003      -1.32495      0.751627     -0.573322       1.58722
       731      0.850076      -1.31713      0.743817     -0.573313       1.61712
       732      0.842442      -1.31044      0.737137     -0.573306       1.64179
       733      0.836245      -1.30501      0.731714     -0.573299       1.66074
       734      0.831606      -1.30095      0.727655     -0.573294       1.67356
       735      0.828623      -1.29834      0.725046     -0.573291       1.67991
       736      0.827363      -1.29723      0.723943     -0.573289       1.67959
       737      0.827856      -1.29766      0.724374      -0.57329       1.67251
       738      0.830096      -1.29963      0.726334     -0.573292       1.65868
       739      0.834037      -1.30308      0.729782     -0.573297       1.63826
       740      0.839595      -1.30795      0.734646     -0.573304       1.61155
       741      0.846651      -1.31413       0.74082     -0.573312       1.57894
       742      0.855053      -1.32149      0.748172     -0.573322       1.54095
       743      0.864622      -1.32988      0.756544     -0.573332       1.49819
       744      0.875158      -1.33911      0.765764     -0.573344       1.45133
       745       0.88645        -1.349      0.775643     -0.573356       1.40108
       746      0.898277      -1.35936      0.785993     -0.573367       1.34821
       747      0.910424         -1.37      0.796621     -0.573378       1.29345
       748      0.922679      -1.38073      0.807344     -0.573388       1.23755
       749      0.934845      -1.39139      0.817989     -0.573397        1.1812
       750      0.946743       -1.4018        0.8284     -0.573405       1.12506
       751      0.958212      -1.41185      0.838436     -0.573411        1.0697
       752      0.969116      -1.42139      0.847977     -0.573417       1.01566
       753      0.979342      -1.43034      0.856924      -0.57342      0.963378
       754      0.988799      -1.43862      0.865199     -0.573423      0.913225
       755       0.99742      -1.44617      0.872743     -0.573424      0.865503
       756       1.00516      -1.45294      0.879517     -0.573424      0.820439
       757         1.012      -1.45892      0.885498     -0.573423      0.778194
       758       1.01792       -1.4641       0.89068     -0.573421      0.738871
       759       1.02294      -1.46849      0.895072     -0.573418      0.702513
       760       1.02708      -1.47211      0.898694     -0.573415      0.669116
       761       1.03037      -1.47499      0.901575     -0.573411      0.638632
       762       1.03286      -1.47716      0.903754     -0.573407      0.610978
       763        1.0346      -1.47868      0.905279     -0.573403      0.586037
       764       1.03566       -1.4796        0.9062     -0.573398      0.563669
       765       1.03608      -1.47997      0.906572     -0.573394      0.543713
       766       1.03595      -1.47984      0.906453     -0.573389      0.525993
       767       1.03532      -1.47929      0.905903     -0.573384      0.510325
       768       1.03426      -1.47836       0.90498      -0.57338      0.496519
       769       1.03285      -1.47712      0.903743     -0.573376      0.484387
       770       1.03114      -1.47562      0.902246     -0.573372      0.473744
       771       1.02919      -1.47391      0.900543     -0.573368      0.464412
       772       1.02706      -1.47204       0.89868     -0.573365      0.456229
       773       1.02485      -1.47013       0.89674     -0.573394      0.448948
       774       1.02258      -1.46815       0.89476     -0.573392      0.442544
       775       1.02027      -1.46612      0.892734      -0.57339      0.436896
       776       1.01792      -1.46407      0.890683     -0.573388       0.43192
       777       1.01557      -1.46201      0.888625     -0.573388      0.427552
       778       1.01322      -1.45996      0.886568     -0.573388      0.423758
       779       1.01087       -1.4579      0.884512     -0.573388      0.420525
       780       1.00852      -1.45584      0.882452     -0.573389      0.417869
       781       1.00614      -1.45376      0.880373      -0.57339      0.415828
       782       1.00372      -1.45165      0.878256     -0.573392      0.414462
       783       1.00123      -1.44947      0.876074     -0.573394      0.413856
       784      0.998622      -1.44719      0.873794     -0.573397      0.414108
       785      0.995862      -1.44478       0.87138       -0.5734      0.415335
       786      0.992903      -1.44219       0.86879     -0.573403      0.417666
       787      0.989692      -1.43939      0.865981     -0.573406      0.421238
       788      0.986179      -1.43632      0.862906     -0.573409      0.426194
       789      0.982308      -1.43293      0.859519     -0.573413      0.432679
       790      0.978026      -1.42919      0.855773     -0.573416      0.440834
       791      0.973281      -1.42504      0.851621     -0.573419      0.450792
       792      0.968025      -1.42044      0.847022     -0.573422      0.462676
       793      0.962213      -1.41536      0.841936     -0.573425      0.476589
       794      0.955806      -1.40976      0.836331     -0.573427      0.492616
       795      0.948776      -1.40361      0.830179     -0.573429      0.510809
       796      0.941102      -1.39689      0.823464      -0.57343      0.531192
       797      0.932775      -1.38961      0.816178      -0.57343      0.553747
       798      0.923802      -1.38176      0.808327     -0.573429      0.578413
       799      0.914203      -1.37336      0.799928     -0.573427      0.605083
       800      0.904017      -1.36444      0.791015     -0.573425      0.633593
       801      0.893299      -1.35506      0.781637     -0.573421      0.663726
       802      0.882125      -1.34527      0.771859     -0.573415      0.695208
       803      0.870589      -1.33517      0.761766     -0.573409      0.727705
       804      0.858805      -1.32486      0.751455     -0.573402      0.760832
       805      0.846904      -1.31443      0.741041     -0.573394      0.794153
       806      0.835029      -1.30404      0.730651     -0.573385      0.827191
       807      0.823339       -1.2938      0.720421     -0.573376      0.859443
       808      0.811994      -1.28386      0.710495     -0.573366      0.890388
       809      0.801159      -1.27437      0.701014     -0.573357       0.91951
       810      0.790992      -1.26547      0.692118     -0.573349      0.946315
       811      0.781637      -1.25727      0.683933     -0.573341      0.970351
       812      0.773223      -1.24991       0.67657     -0.573335      0.991226
       813      0.765851      -1.24345       0.67012     -0.573331       1.00863
       814      0.759593      -1.23797      0.664644     -0.573329       1.02235
       815      0.754487       -1.2335      0.660176     -0.573328       1.03226
       816      0.750535      -1.23005      0.656718      -0.57333       1.03838
       817      0.747703      -1.22757      0.654241     -0.573334       1.04082
       818      0.745925      -1.22602      0.652684      -0.57334       1.03978
       819        0.7451      -1.22531      0.651962     -0.573347       1.03558
       820      0.745104      -1.22532      0.651966     -0.573355       1.02861
       821      0.745795      -1.22593       0.65257     -0.573365       1.01932
       822      0.747014      -1.22701      0.653638     -0.573374       1.00819
       823      0.748601      -1.22841      0.655026     -0.573383      0.995734
       824      0.750393      -1.22999      0.656594     -0.573392       0.98245
       825      0.752235      -1.23161      0.658205     -0.573401       0.96882
       826      0.753984      -1.23314      0.659736     -0.573408      0.955287
       827      0.755514      -1.23449      0.661075     -0.573415      0.942244
       828      0.756859      -1.23561      0.662252     -0.573359       0.92999
       829      0.757934      -1.23655      0.663192     -0.573362      0.918577
       830      0.758531      -1.23708      0.663715     -0.573365      0.908429
       831       0.75861      -1.23715      0.663784     -0.573366      0.899665
       832       0.75815      -1.23675      0.663381     -0.573367      0.892329
       833      0.757155      -1.23588       0.66251     -0.573366      0.886395
       834      0.755649      -1.23456      0.661193     -0.573363      0.881765
       835      0.753677      -1.23283      0.659467      -0.57336      0.878274
       836      0.751303      -1.23075       0.65739     -0.573356      0.875694
       837      0.748609      -1.22838      0.655033      -0.57335      0.873739
       838      0.745695      -1.22583      0.652483     -0.573344      0.872067
       839      0.742676      -1.22318      0.649842     -0.573337      0.870289
       840       0.73968      -1.22055       0.64722      -0.57333      0.867973
       841      0.736845      -1.21806      0.644739     -0.573322      0.864658
       842      0.734318      -1.21584      0.642528     -0.573313      0.859859
       843      0.732249      -1.21402      0.640718     -0.573305      0.853083
       844      0.730802      -1.21276      0.639452     -0.573307      0.847285
       845       0.73012      -1.21215      0.638855       -0.5733      0.835087
       846       0.73032      -1.21232       0.63903     -0.573293      0.819533
       847      0.731518      -1.21337      0.640078     -0.573287      0.800252
       848      0.733808      -1.21537      0.642082     -0.573283      0.776945
       849      0.737257      -1.21838        0.6451     -0.573281      0.749395
       850      0.741903      -1.22245      0.649165      -0.57328      0.717485
       851      0.747752      -1.22756      0.654283     -0.573282      0.681197
       852      0.754778      -1.23371       0.66043     -0.573285      0.640619
       853      0.762921      -1.24084      0.667556     -0.573289       0.59594
       854      0.772094      -1.24888      0.675582     -0.573295      0.547444
       855      0.782185      -1.25771      0.684412     -0.573302      0.495497
       856      0.793061      -1.26724      0.693928      -0.57331      0.440532
       857      0.804573      -1.27732      0.704001     -0.573318      0.383034
       858      0.816573      -1.28782      0.714501     -0.573322      0.320045
       859      0.828901      -1.29862      0.725288      -0.57333      0.259029
       860      0.841395      -1.30956       0.73622     -0.573338      0.197052
       861      0.853905      -1.32051      0.747167     -0.573345      0.134627
       862      0.866293      -1.33136      0.758006     -0.573351     0.0722353
       863      0.878435      -1.34199      0.768631     -0.573356     0.0103176
       864      0.890224      -1.35231      0.778946      -0.57336    -0.0507305
       865      0.901568      -1.36224      0.788872     -0.573363     -0.110565
       866      0.912395      -1.37171      0.798345     -0.573365     -0.168893
       867      0.922647      -1.38068      0.807317     -0.573366     -0.225475
       868      0.932286      -1.38912       0.81575     -0.573366      -0.28012
       869      0.941285      -1.39699      0.823624     -0.573366     -0.332684
       870      0.949631      -1.40429      0.830927     -0.573365     -0.383065
       871      0.957383      -1.41103       0.83771     -0.573318      -0.43118
       872      0.964549       -1.4173       0.84398     -0.573316     -0.477151
       873      0.971087      -1.42302      0.849702     -0.573314     -0.520841
       874       0.97702       -1.4282      0.854892     -0.573311     -0.562266
       875      0.982372      -1.43288      0.859575     -0.573309     -0.601462
       876      0.987175      -1.43708      0.863778     -0.573306     -0.638478
       877       0.99146      -1.44083      0.867528     -0.573303     -0.673372
       878      0.995262      -1.44415      0.870854       -0.5733     -0.706213
       879      0.998614      -1.44708      0.873787     -0.573298     -0.737071
       880       1.00155      -1.44965      0.876356     -0.573295     -0.766022
       881        1.0041      -1.45188      0.878589     -0.573293      -0.79314
       882        1.0063      -1.45381      0.880515      -0.57329     -0.818501
       883       1.00818      -1.45545      0.882161     -0.573288     -0.842176
       884       1.00977      -1.45684      0.883551     -0.573286     -0.864235
       885        1.0111      -1.45799       0.88471     -0.573284     -0.884745
       886       1.01218      -1.45894      0.885659     -0.573283     -0.903767
       887       1.01305       -1.4597      0.886418     -0.573281     -0.921361
       888       1.01372      -1.46029      0.887007      -0.57328     -0.937579
       889       1.01422      -1.46072      0.887441     -0.573278      -0.95247
       890       1.01456      -1.46101      0.887737     -0.573277     -0.966081
       891       1.01475      -1.46118      0.887908     -0.573276     -0.978449
       892       1.01482      -1.46124      0.887967     -0.573275     -0.989613
       893       1.01477       -1.4612      0.887925     -0.573274     -0.999603
       894       1.01462      -1.46106       0.88779     -0.573274      -1.00845
       895       1.01437      -1.46084      0.887572     -0.573273      -1.01617
       896       1.01403      -1.46055      0.887277     -0.573273       -1.0228
       897       1.01361      -1.46018      0.886912     -0.573272      -1.02834
       898       1.01312      -1.45975      0.886482     -0.573272      -1.03281
       899       1.01256      -1.45926      0.885991     -0.573272      -1.03623
       900       1.01193      -1.45871      0.885442     -0.573271       -1.0386
       901       1.01124      -1.45811      0.884838     -0.573271      -1.03993
       902       1.01049      -1.45745       0.88418     -0.573271      -1.04022
       903       1.00968      -1.45674       0.88347     -0.573271      -1.03948
       904       1.00881      -1.45598      0.882708     -0.573271      -1.03772
       905       1.00788      -1.45516      0.881893     -0.573271      -1.03492
       906       1.00689       -1.4543      0.881026     -0.573271      -1.03109
       907       1.00583      -1.45338      0.880105     -0.573272      -1.02623
       908       1.00472       -1.4524      0.879129     -0.573272      -1.02032
       909       1.00354      -1.45137      0.878095     -0.573272      -1.01338
       910       1.00229      -1.45027      0.877002     -0.573272      -1.00539
       911       1.00097      -1.44912      0.875846     -0.573273     -0.996346
       912      0.999571       -1.4479      0.874624     -0.573273     -0.986243
       913      0.998096      -1.44661      0.873334     -0.573274     -0.975076
       914      0.996539      -1.44525      0.871972     -0.573274     -0.962837
       915      0.994895      -1.44381      0.870533     -0.573274     -0.949519
       916      0.993159      -1.44229      0.869014     -0.573275     -0.935117
