#     Step          Temp           Pot           Kin           Tot         Press
       210       3.32546       1.14875       2.95596       4.10471       8.22799
       211       3.38202       1.09842       3.00624       4.10466       7.19517
       212       3.42458       1.06059       3.04407       4.10466       6.14782
       213       3.45284       1.03556        3.0692       4.10475       5.09528
       214        3.4679       1.02233       3.08258        4.1049       4.07234
       215       3.47198        1.0189        3.0862        4.1051        3.0849
       216        3.4681       1.02257       3.08276       4.10533        2.1552
       217       3.45986       1.03014       3.07543       4.10557       1.30605
       218       3.45106        1.0382       3.06761       4.10581      0.559771
       219       3.44523       1.04348       3.06243       4.10591    -0.0523835
       220       3.44492        1.0439       3.06215       4.10605     -0.490816
       221       3.45185       1.03781       3.06831       4.10612     -0.762276
       222       3.46712       1.02424       3.08188       4.10613     -0.865406
       223       3.49066       1.00325       3.10281       4.10606     -0.798872
       224       3.52124      0.975938       3.12999       4.10593      -0.56773
       225       3.55652      0.944397       3.16135       4.10574     -0.182761
       226       3.59339      0.911462       3.19413       4.10559      0.352802
       227       3.62832      0.880216       3.22517       4.10539       1.02279
       228       3.65745      0.854028       3.25107       4.10509       1.81106
       229       3.67652      0.836796       3.26802       4.10481       2.67425
       230       3.68105      0.832509       3.27205       4.10455       3.59599
       231       3.66712      0.844675       3.25966       4.10434       4.56194
       232       3.63164      0.876052       3.22813       4.10418       5.55983
       233       3.57274      0.928339       3.17577       4.10411       6.57871
       234       3.49012       1.00182       3.10232       4.10414       7.60753
       235       3.38549       1.09499       3.00932       4.10432       8.63329
       236       3.26291       1.20427       2.90036       4.10463       9.63927
       237       3.12879       1.32392       2.78115       4.10507        10.604
       238       2.99154       1.44643       2.65915       4.10558       11.5019
       239       2.86054       1.56336        2.5427       4.10607       12.3059
       240       2.74459       1.66679       2.43964       4.10643       12.9919
       241       2.65024       1.75081       2.35577       4.10658       13.5445
       242       2.58042        1.8128       2.29371        4.1065       13.9607
       243       2.53401       1.85377       2.25245       4.10623       14.2513
       244       2.50643       1.87789       2.22794       4.10583       14.4383
       245         2.491        1.8912       2.21422       4.10542       14.5503
       246       2.48058       1.90011       2.20496       4.10507       14.6194
       247       2.46895       1.91019       2.19462       4.10481       14.6798
       248       2.45181       1.92534       2.17938       4.10472       14.7442
       249        2.4275       1.94702       2.15778        4.1048       14.8121
       250       2.39751       1.97394       2.13112       4.10506       14.8782
       251        2.3665       2.00194       2.10355       4.10549       14.9255
       252       2.34206       2.02421       2.08183       4.10604       14.9261
       253       2.33371       2.03219       2.07441        4.1066       14.8448
       254       2.35108       2.01719       2.08985       4.10704       14.6456
       255       2.40153       1.97253       2.13469       4.10722          14.3
       256       2.48805       1.89548        2.2116       4.10708       13.7946
       257       2.60815       1.78829       2.31836       4.10665       13.1348
       258       2.75397       1.65792       2.44798        4.1059       12.3615
       259        2.9139       1.51509       2.59013       4.10522       11.5144
       260       3.07551       1.37087       2.73378       4.10465       10.6255
       261       3.22777       1.23507       2.86913        4.1042       9.73804
       262       3.36196       1.11551        2.9884       4.10391       8.87272
       263       3.47196       1.01759       3.08619       4.10378       8.05473
       264       3.55437      0.944334       3.15944       4.10377        7.3121
       265       3.60796      0.896758       3.20707       4.10383       6.65436
       266       3.63307       0.87455       3.22939       4.10395       6.08876
       267       3.63131      0.876275       3.22783       4.10411       5.62637
       268       3.60538      0.899539       3.20478       4.10432       5.27742
       269       3.55896      0.941059       3.16352       4.10458       5.05239
       270       3.49678      0.996648       3.10825       4.10489       4.95647
       271       3.42456       1.06121       3.04405       4.10526       4.99089
       272       3.34896       1.12881       2.97686       4.10567       5.15119
       273       3.27726       1.19297       2.91312       4.10609       5.42547
       274       3.21676       1.24712       2.85934       4.10647        5.7942
       275       3.17401       1.28542       2.82134       4.10676       6.23146
       276       3.15381       1.30351       2.80339        4.1069       6.70756
       277       3.15845       1.29936       2.80752       4.10687       7.19243
       278       3.18728       1.27354       2.83314       4.10669       7.65902
       279       3.23719       1.22894       2.87751       4.10645        8.1058
       280       3.30304       1.17004       2.93604       4.10608       8.50019
       281       3.37832       1.10278       3.00295       4.10573        8.8262
       282       3.45655       1.03296       3.07249       4.10545        9.0802
       283       3.53233      0.965413       3.13985       4.10526       9.26197
       284       3.60178      0.903594       3.20158       4.10518       9.37364
       285       3.66257      0.849531       3.25562       4.10515       9.42464
       286       3.71376       0.80409       3.30112       4.10521       9.42155
       287       3.75547      0.767105       3.33819        4.1053       9.36361
       288       3.78857      0.737784       3.36762       4.10541       9.25721
       289       3.81429      0.715031       3.39048       4.10551       9.10924
       290       3.83392      0.697685       3.40793       4.10561        8.9268
       291       3.84866      0.684662       3.42103       4.10569       8.71702
       292       3.85955      0.675048       3.43071       4.10576       8.48682
       293        3.8674      0.668122       3.43769       4.10581       8.24274
       294        3.8728      0.663364       3.44249       4.10585       7.99079
       295       3.87614       0.66042       3.44546       4.10588       7.73635
       296       3.87769      0.659062       3.44683        4.1059       7.49005
       297        3.8776      0.659152       3.44676       4.10591       7.25066
       298       3.87592      0.660653       3.44526       4.10592       7.02064
       299       3.87264      0.663577       3.44234       4.10592       6.80261
       300       3.86775      0.667954         3.438       4.10596       6.60152
       301       3.86156      0.673449        3.4325       4.10595        6.4362
       302       3.85423      0.679962       3.42598       4.10594       6.28366
       303       3.84559      0.687636        3.4183       4.10594       6.14499
       304       3.83555      0.696566       3.40937       4.10594       6.02083
       305       3.82389      0.706814       3.39901       4.10583       5.91755
       306       3.80947      0.719605       3.38619        4.1058       5.88433
       307       3.79095         0.736       3.36973       4.10573       5.88224
       308       3.76751      0.756757        3.3489       4.10565       5.91004
       309       3.73808      0.782813       3.32274       4.10555       5.97114
       310       3.70138      0.815312       3.29012       4.10543       6.06965
       311       3.65585      0.855632       3.24965       4.10528       6.21045
       312       3.59967      0.905394       3.19971        4.1051       6.39915
       313        3.5308      0.966423       3.13849       4.10491       6.64195
       314       3.44655       1.04099        3.0636       4.10459       6.99038
       315        3.3442       1.13174       2.97262       4.10436       7.44332
       316       3.22189       1.24029        2.8639        4.1042       7.97308
       317       3.07902       1.36724       2.73691       4.10415        8.5799
       318       2.91734        1.5111       2.59319       4.10429       9.25853
       319       2.74195        1.6674       2.43729       4.10468       9.98685
       320       2.56202       1.82796       2.27735       4.10531       10.7296
       321       2.39054       1.98116       2.12493       4.10609       11.4402
       322        2.2425       2.11349       1.99333       4.10682       12.0652
       323       2.13163       2.21247       1.89479       4.10726       12.5557
       324       2.06657       2.27028       1.83695       4.10724       12.8835
       325       2.04803       2.28626       1.82047       4.10673       13.0467
       326       2.06866       2.26711       1.83881       4.10592       13.0681
       327       2.11581       2.22437       1.88072       4.10509       12.9917
       328       2.17605       2.17025       1.93427       4.10451       12.8732
       329       2.23955       2.11363       1.99071       4.10435       12.7392
       330       2.30273       2.05771       2.04687       4.10459       12.6017
       331       2.36838       1.99988       2.10523       4.10511       12.4519
       332       2.44364       1.93357       2.17213        4.1057       12.2661
       333       2.53677       1.85125       2.25491       4.10616       12.0167
       334        2.6538       1.74741       2.35893       4.10634       11.6835
       335       2.79628       1.62063       2.48558       4.10622       11.2613
       336       2.96079       1.47406       2.63181       4.10587       10.7617
       337       3.14005       1.31427       2.79116       4.10542       10.2088
       338       3.32505        1.1494        2.9556         4.105       9.63197
       339       3.50707      0.987294        3.1174       4.10469       9.05806
       340       3.67909      0.834211       3.27031       4.10452       8.50682
       341       3.83634      0.694377       3.41008       4.10446       7.98852
       342       3.97616      0.570121       3.53437       4.10449       7.50414
       343       4.09769      0.462267       3.64239       4.10466       7.06459
       344       4.20134      0.370136       3.73452       4.10466       6.69264
       345       4.28718      0.293823       3.81083       4.10465       6.32934
       346       4.35465      0.233833        3.8708       4.10463       5.95139
       347       4.40309      0.190726       3.91386       4.10459       5.53994
       348       4.43158       0.16533       3.93918       4.10451       5.08076
       349       4.43893      0.158702       3.94572       4.10442       4.56214
       350       4.42409      0.171853       3.93252       4.10438       3.98986
       351       4.38625      0.205426       3.89888       4.10431       3.35193
       352       4.32505       0.25981       3.84449        4.1043       2.64677
       353       4.24114      0.334472        3.7699       4.10437       1.88704
       354       4.13698      0.427396       3.67732       4.10471       1.11154
       355       4.01707      0.534235       3.57073       4.10496      0.354117
       356       3.88728      0.649981       3.45536       4.10534     -0.373538
       357       3.75498      0.768044       3.33776        4.1058      -1.03029
       358       3.62896      0.880562       3.22575       4.10631      -1.57151
       359        3.5186      0.979152       3.12764       4.10679      -1.95587
       360       3.43271       1.05589       3.05129       4.10719         -2.15
       361       3.37839       1.10441       3.00302       4.10743      -2.13276
       362       3.35996       1.12084       2.98663       4.10747      -1.89818
       363       3.37821       1.10446       3.00285       4.10731      -1.45647
